"direction","go_id","term_size","hit_count","pvalue","hit_symbols","padj","term"
"Higher in cluster 2","GO:1905165",12,0,1,"",1,"regulation of lysosomal protein catabolic process"
"Higher in cluster 2","GO:1905168",43,0,1,"",1,"positive regulation of double-strand break repair via homologous recombination"
"Higher in cluster 2","GO:1905207",23,0,1,"",1,"regulation of cardiocyte differentiation"
"Higher in cluster 2","GO:1905208",10,0,1,"",1,"negative regulation of cardiocyte differentiation"
"Higher in cluster 2","GO:1905209",12,0,1,"",1,"positive regulation of cardiocyte differentiation"
"Higher in cluster 2","GO:1905244",17,0,1,"",1,"regulation of modification of synaptic structure"
"Higher in cluster 2","GO:1905268",11,0,1,"",1,"negative regulation of chromatin organization"
"Higher in cluster 2","GO:1905456",10,0,1,"",1,"regulation of lymphoid progenitor cell differentiation"
"Higher in cluster 2","GO:1905508",24,0,1,"",1,"protein localization to microtubule organizing center"
"Higher in cluster 2","GO:1905666",14,0,1,"",1,"regulation of protein localization to endosome"
"Higher in cluster 2","GO:1905668",13,0,1,"",1,"positive regulation of protein localization to endosome"
"Higher in cluster 2","GO:1905671",12,0,1,"",1,"regulation of lysosome organization"
"Higher in cluster 2","GO:1905709",16,0,1,"",1,"negative regulation of membrane permeability"
"Higher in cluster 2","GO:1990000",25,0,1,"",1,"amyloid fibril formation"
"Higher in cluster 2","GO:1990116",18,0,1,"",1,"ribosome-associated ubiquitin-dependent protein catabolic process"
"Higher in cluster 2","GO:1990166",16,0,1,"",1,"protein localization to site of double-strand break"
"Higher in cluster 2","GO:1990253",12,0,1,"",1,"cellular response to leucine starvation"
"Higher in cluster 2","GO:1990314",10,0,1,"",1,"cellular response to insulin-like growth factor stimulus"
"Higher in cluster 2","GO:1990481",11,0,1,"",1,"mRNA pseudouridine synthesis"
"Higher in cluster 2","GO:1990840",18,0,1,"",1,"response to lectin"
"Higher in cluster 2","GO:1990858",18,0,1,"",1,"cellular response to lectin"
"Higher in cluster 2","GO:1990918",11,0,1,"",1,"double-strand break repair involved in meiotic recombination"
"Higher in cluster 2","GO:1990928",56,0,1,"",1,"response to amino acid starvation"
"Higher in cluster 2","GO:1990961",13,0,1,"",1,"xenobiotic detoxification by transmembrane export across the plasma membrane"
"Higher in cluster 2","GO:2000001",24,0,1,"",1,"regulation of DNA damage checkpoint"
"Higher in cluster 2","GO:2000104",14,0,1,"",1,"negative regulation of DNA-templated DNA replication"
"Higher in cluster 2","GO:2000105",11,0,1,"",1,"positive regulation of DNA-templated DNA replication"
"Higher in cluster 2","GO:2000114",20,0,1,"",1,"regulation of establishment of cell polarity"
"Higher in cluster 2","GO:2000142",87,0,1,"",1,"regulation of DNA-templated transcription initiation"
"Higher in cluster 2","GO:2000143",14,0,1,"",1,"negative regulation of DNA-templated transcription initiation"
"Higher in cluster 2","GO:2000144",69,0,1,"",1,"positive regulation of DNA-templated transcription initiation"
"Higher in cluster 2","GO:2000209",21,0,1,"",1,"regulation of anoikis"
"Higher in cluster 2","GO:2000232",18,0,1,"",1,"regulation of rRNA processing"
"Higher in cluster 2","GO:2000234",13,0,1,"",1,"positive regulation of rRNA processing"
"Higher in cluster 2","GO:2000303",14,0,1,"",1,"regulation of ceramide biosynthetic process"
"Higher in cluster 2","GO:2000341",14,0,1,"",1,"regulation of chemokine (C-X-C motif) ligand 2 production"
"Higher in cluster 2","GO:2000369",14,0,1,"",1,"regulation of clathrin-dependent endocytosis"
"Higher in cluster 2","GO:2000434",17,0,1,"",1,"regulation of protein neddylation"
"Higher in cluster 2","GO:2000622",18,0,1,"",1,"regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"Higher in cluster 2","GO:2000629",29,0,1,"",1,"negative regulation of miRNA metabolic process"
"Higher in cluster 2","GO:2000637",11,0,1,"",1,"positive regulation of miRNA-mediated gene silencing"
"Higher in cluster 2","GO:2000641",19,0,1,"",1,"regulation of early endosome to late endosome transport"
"Higher in cluster 2","GO:2000725",16,0,1,"",1,"regulation of cardiac muscle cell differentiation"
"Higher in cluster 2","GO:2000737",19,0,1,"",1,"negative regulation of stem cell differentiation"
"Higher in cluster 2","GO:2000738",16,0,1,"",1,"positive regulation of stem cell differentiation"
"Higher in cluster 2","GO:2000767",17,0,1,"",1,"positive regulation of cytoplasmic translation"
"Higher in cluster 2","GO:2000774",13,0,1,"",1,"positive regulation of cellular senescence"
"Higher in cluster 2","GO:2000785",45,0,1,"",1,"regulation of autophagosome assembly"
"Higher in cluster 2","GO:2000786",22,0,1,"",1,"positive regulation of autophagosome assembly"
"Higher in cluster 2","GO:2000810",18,0,1,"",1,"regulation of bicellular tight junction assembly"
"Higher in cluster 2","GO:2000811",16,0,1,"",1,"negative regulation of anoikis"
"Higher in cluster 2","GO:2001169",20,0,1,"",1,"regulation of ATP biosynthetic process"
"Higher in cluster 2","GO:2001171",14,0,1,"",1,"positive regulation of ATP biosynthetic process"
"Higher in cluster 2","GO:2001279",12,0,1,"",1,"regulation of unsaturated fatty acid biosynthetic process"
"Higher in cluster 2","GO:7770058",42,0,1,"",1,"mitochondrial protein import pathway"
"Higher in cluster 1","GO:0000012",13,0,1,"",1,"single strand break repair"
"Higher in cluster 1","GO:0000018",114,0,1,"",1,"regulation of DNA recombination"
"Higher in cluster 1","GO:0000022",10,0,1,"",1,"mitotic spindle elongation"
"Higher in cluster 1","GO:0000027",28,0,1,"",1,"ribosomal large subunit assembly"
"Higher in cluster 1","GO:0000028",19,0,1,"",1,"ribosomal small subunit assembly"
"Higher in cluster 1","GO:0000038",29,0,1,"",1,"very long-chain fatty acid metabolic process"
"Higher in cluster 1","GO:0000045",73,0,1,"",1,"autophagosome assembly"
"Higher in cluster 1","GO:0000054",13,0,1,"",1,"ribosomal subunit export from nucleus"
"Higher in cluster 1","GO:0000070",140,0,1,"",1,"mitotic sister chromatid segregation"
"Higher in cluster 1","GO:0000075",144,0,1,"",1,"cell cycle checkpoint signaling"
"Higher in cluster 1","GO:0000076",24,0,1,"",1,"DNA replication checkpoint signaling"
"Higher in cluster 1","GO:0000077",91,0,1,"",1,"DNA damage checkpoint signaling"
"Higher in cluster 1","GO:0000079",30,0,1,"",1,"regulation of cyclin-dependent protein serine/threonine kinase activity"
"Higher in cluster 1","GO:0000082",68,0,1,"",1,"G1/S transition of mitotic cell cycle"
"Higher in cluster 1","GO:0000086",45,0,1,"",1,"G2/M transition of mitotic cell cycle"
"Higher in cluster 1","GO:0000096",33,0,1,"",1,"sulfur amino acid metabolic process"
"Higher in cluster 1","GO:0000097",10,0,1,"",1,"sulfur amino acid biosynthetic process"
"Higher in cluster 1","GO:0000098",10,0,1,"",1,"sulfur amino acid catabolic process"
"Higher in cluster 1","GO:0000132",31,0,1,"",1,"establishment of mitotic spindle orientation"
"Higher in cluster 1","GO:0000154",35,0,1,"",1,"rRNA modification"
"Higher in cluster 1","GO:0000165",152,0,1,"",1,"MAPK cascade"
"Higher in cluster 1","GO:0000184",28,0,1,"",1,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"Higher in cluster 1","GO:0000212",13,0,1,"",1,"meiotic spindle organization"
"Higher in cluster 1","GO:0000244",38,0,1,"",1,"spliceosomal tri-snRNP complex assembly"
"Higher in cluster 1","GO:0000245",76,0,1,"",1,"spliceosomal complex assembly"
"Higher in cluster 1","GO:0000266",15,0,1,"",1,"mitochondrial fission"
"Higher in cluster 1","GO:0000271",19,0,1,"",1,"polysaccharide biosynthetic process"
"Higher in cluster 1","GO:0000278",543,0,1,"",1,"mitotic cell cycle"
"Higher in cluster 1","GO:0000280",265,0,1,"",1,"nuclear division"
"Higher in cluster 1","GO:0000281",89,0,1,"",1,"mitotic cytokinesis"
"Higher in cluster 1","GO:0000288",44,0,1,"",1,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"Higher in cluster 1","GO:0000289",23,0,1,"",1,"nuclear-transcribed mRNA poly(A) tail shortening"
"Higher in cluster 1","GO:0000290",18,0,1,"",1,"deadenylation-dependent decapping of nuclear-transcribed mRNA"
"Higher in cluster 1","GO:0000301",11,0,1,"",1,"retrograde transport, vesicle recycling within Golgi"
"Higher in cluster 1","GO:0000303",15,0,1,"",1,"response to superoxide"
"Higher in cluster 1","GO:0000305",16,0,1,"",1,"response to oxygen radical"
"Higher in cluster 1","GO:0000338",11,0,1,"",1,"protein deneddylation"
"Higher in cluster 1","GO:0000375",263,0,1,"",1,"RNA splicing, via transesterification reactions"
"Higher in cluster 1","GO:0000377",258,0,1,"",1,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"
"Higher in cluster 1","GO:0000380",24,0,1,"",1,"alternative mRNA splicing, via spliceosome"
"Higher in cluster 1","GO:0000381",66,0,1,"",1,"regulation of alternative mRNA splicing, via spliceosome"
"Higher in cluster 1","GO:0000387",70,0,1,"",1,"spliceosomal snRNP assembly"
"Higher in cluster 1","GO:0000388",35,0,1,"",1,"spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)"
"Higher in cluster 1","GO:0000393",39,0,1,"",1,"spliceosomal conformational changes to generate catalytic conformation"
"Higher in cluster 1","GO:0000394",11,0,1,"",1,"RNA splicing, via endonucleolytic cleavage and ligation"
"Higher in cluster 1","GO:0000398",258,0,1,"",1,"mRNA splicing, via spliceosome"
"Higher in cluster 1","GO:0000422",67,0,1,"",1,"autophagy of mitochondrion"
"Higher in cluster 1","GO:0000423",51,0,1,"",1,"mitophagy"
"Higher in cluster 1","GO:0000425",16,0,1,"",1,"pexophagy"
"Higher in cluster 1","GO:0000447",12,0,1,"",1,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"Higher in cluster 1","GO:0000460",45,0,1,"",1,"maturation of 5.8S rRNA"
"Higher in cluster 1","GO:0000462",38,0,1,"",1,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"Higher in cluster 1","GO:0000463",28,0,1,"",1,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"Higher in cluster 1","GO:0000466",38,0,1,"",1,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"Higher in cluster 1","GO:0000467",10,0,1,"",1,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"Higher in cluster 1","GO:0000470",34,0,1,"",1,"maturation of LSU-rRNA"
"Higher in cluster 1","GO:0000479",29,0,1,"",1,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"Higher in cluster 1","GO:0000491",12,0,1,"",1,"small nucleolar ribonucleoprotein complex assembly"
"Higher in cluster 1","GO:0000492",10,0,1,"",1,"box C/D snoRNP assembly"
"Higher in cluster 1","GO:0000578",25,0,1,"",1,"embryonic axis specification"
"Higher in cluster 1","GO:0000712",17,0,1,"",1,"resolution of meiotic recombination intermediates"
"Higher in cluster 1","GO:0000722",14,0,1,"",1,"telomere maintenance via recombination"
"Higher in cluster 1","GO:0000723",96,0,1,"",1,"telomere maintenance"
"Higher in cluster 1","GO:0000724",117,0,1,"",1,"double-strand break repair via homologous recombination"
"Higher in cluster 1","GO:0000725",123,0,1,"",1,"recombinational repair"
"Higher in cluster 1","GO:0000727",12,0,1,"",1,"double-strand break repair via break-induced replication"
"Higher in cluster 1","GO:0000729",16,0,1,"",1,"DNA double-strand break processing"
"Higher in cluster 1","GO:0000730",10,0,1,"",1,"DNA recombinase assembly"
"Higher in cluster 1","GO:0000731",15,0,1,"",1,"DNA synthesis involved in DNA repair"
"Higher in cluster 1","GO:0000768",22,0,1,"",1,"syncytium formation by cell-cell fusion"
"Higher in cluster 1","GO:0000819",144,0,1,"",1,"sister chromatid segregation"
"Higher in cluster 1","GO:0000910",113,0,1,"",1,"cytokinesis"
"Higher in cluster 1","GO:0000956",115,0,1,"",1,"nuclear-transcribed mRNA catabolic process"
"Higher in cluster 1","GO:0000959",55,0,1,"",1,"mitochondrial RNA metabolic process"
"Higher in cluster 1","GO:0000963",30,0,1,"",1,"mitochondrial RNA processing"
"Higher in cluster 1","GO:0000966",41,0,1,"",1,"RNA 5'-end processing"
"Higher in cluster 1","GO:0001325",10,0,1,"",1,"formation of extrachromosomal circular DNA"
"Higher in cluster 1","GO:0001408",11,0,1,"",1,"guanine nucleotide transport"
"Higher in cluster 1","GO:0001510",81,0,1,"",1,"RNA methylation"
"Higher in cluster 1","GO:0001516",17,0,1,"",1,"prostaglandin biosynthetic process"
"Higher in cluster 1","GO:0001522",18,0,1,"",1,"pseudouridine synthesis"
"Higher in cluster 1","GO:0001539",170,0,1,"",1,"cilium or flagellum-dependent cell motility"
"Higher in cluster 1","GO:0001556",16,0,1,"",1,"oocyte maturation"
"Higher in cluster 1","GO:0001562",16,0,1,"",1,"response to protozoan"
"Higher in cluster 1","GO:0001573",25,0,1,"",1,"ganglioside metabolic process"
"Higher in cluster 1","GO:0001574",14,0,1,"",1,"ganglioside biosynthetic process"
"Higher in cluster 1","GO:0001578",114,0,1,"",1,"microtubule bundle formation"
"Higher in cluster 1","GO:0001580",14,0,1,"",1,"detection of chemical stimulus involved in sensory perception of bitter taste"
"Higher in cluster 1","GO:0001655",27,0,1,"",1,"urogenital system development"
"Higher in cluster 1","GO:0001657",54,0,1,"",1,"ureteric bud development"
"Higher in cluster 1","GO:0001658",23,0,1,"",1,"branching involved in ureteric bud morphogenesis"
"Higher in cluster 1","GO:0001675",18,0,1,"",1,"acrosome assembly"
"Higher in cluster 1","GO:0001682",13,0,1,"",1,"tRNA 5'-leader removal"
"Higher in cluster 1","GO:0001706",41,0,1,"",1,"endoderm formation"
"Higher in cluster 1","GO:0001707",29,0,1,"",1,"mesoderm formation"
"Higher in cluster 1","GO:0001708",32,0,1,"",1,"cell fate specification"
"Higher in cluster 1","GO:0001709",18,0,1,"",1,"cell fate determination"
"Higher in cluster 1","GO:0001732",15,0,1,"",1,"formation of cytoplasmic translation initiation complex"
"Higher in cluster 1","GO:0001738",25,0,1,"",1,"morphogenesis of a polarized epithelium"
"Higher in cluster 1","GO:0001754",22,0,1,"",1,"eye photoreceptor cell differentiation"
"Higher in cluster 1","GO:0001756",16,0,1,"",1,"somitogenesis"
"Higher in cluster 1","GO:0001764",77,0,1,"",1,"neuron migration"
"Higher in cluster 1","GO:0001765",11,0,1,"",1,"membrane raft assembly"
"Higher in cluster 1","GO:0001773",11,0,1,"",1,"myeloid dendritic cell activation"
"Higher in cluster 1","GO:0001776",63,0,1,"",1,"leukocyte homeostasis"
"Higher in cluster 1","GO:0001778",24,0,1,"",1,"plasma membrane repair"
"Higher in cluster 1","GO:0001780",10,0,1,"",1,"neutrophil homeostasis"
"Higher in cluster 1","GO:0001782",10,0,1,"",1,"B cell homeostasis"
"Higher in cluster 1","GO:0001816",20,0,1,"",1,"cytokine production"
"Higher in cluster 1","GO:0001818",250,0,1,"",1,"negative regulation of cytokine production"
"Higher in cluster 1","GO:0001824",18,0,1,"",1,"blastocyst development"
"Higher in cluster 1","GO:0001825",12,0,1,"",1,"blastocyst formation"
"Higher in cluster 1","GO:0001836",19,0,1,"",1,"release of cytochrome c from mitochondria"
"Higher in cluster 1","GO:0001837",71,0,1,"",1,"epithelial to mesenchymal transition"
"Higher in cluster 1","GO:0001843",33,0,1,"",1,"neural tube closure"
"Higher in cluster 1","GO:0001845",16,0,1,"",1,"phagolysosome assembly"
"Higher in cluster 1","GO:0001867",12,0,1,"",1,"complement activation, lectin pathway"
"Higher in cluster 1","GO:0001881",24,0,1,"",1,"receptor recycling"
"Higher in cluster 1","GO:0001885",39,0,1,"",1,"endothelial cell development"
"Higher in cluster 1","GO:0001893",17,0,1,"",1,"maternal placenta development"
"Higher in cluster 1","GO:0001906",104,0,1,"",1,"cell killing"
"Higher in cluster 1","GO:0001909",56,0,1,"",1,"leukocyte mediated cytotoxicity"
"Higher in cluster 1","GO:0001911",28,0,1,"",1,"negative regulation of leukocyte mediated cytotoxicity"
"Higher in cluster 1","GO:0001913",10,0,1,"",1,"T cell mediated cytotoxicity"
"Higher in cluster 1","GO:0001919",22,0,1,"",1,"regulation of receptor recycling"
"Higher in cluster 1","GO:0001921",14,0,1,"",1,"positive regulation of receptor recycling"
"Higher in cluster 1","GO:0001933",99,0,1,"",1,"negative regulation of protein phosphorylation"
"Higher in cluster 1","GO:0001935",21,0,1,"",1,"endothelial cell proliferation"
"Higher in cluster 1","GO:0001942",22,0,1,"",1,"hair follicle development"
"Higher in cluster 1","GO:0001945",19,0,1,"",1,"lymph vessel development"
"Higher in cluster 1","GO:0001946",11,0,1,"",1,"lymphangiogenesis"
"Higher in cluster 1","GO:0001947",33,0,1,"",1,"heart looping"
"Higher in cluster 1","GO:0001953",37,0,1,"",1,"negative regulation of cell-matrix adhesion"
"Higher in cluster 1","GO:0001958",11,0,1,"",1,"endochondral ossification"
"Higher in cluster 1","GO:0001960",76,0,1,"",1,"negative regulation of cytokine-mediated signaling pathway"
