"direction","go_id","term_size","hit_count","pvalue","hit_symbols","padj","term"
"Higher in cluster 2","GO:0099638",12,1,0.671827141397891,"NSG1",1,"endosome to plasma membrane protein transport"
"Higher in cluster 2","GO:1901503",12,1,0.671827141397891,"ALOX5",1,"ether biosynthetic process"
"Higher in cluster 2","GO:1902931",12,1,0.671827141397891,"APOE",1,"negative regulation of alcohol biosynthetic process"
"Higher in cluster 2","GO:1903540",12,1,0.671827141397891,"NSG1",1,"establishment of protein localization to postsynaptic membrane"
"Higher in cluster 2","GO:1903939",12,1,0.671827141397891,"ARMH4",1,"regulation of TORC2 signaling"
"Higher in cluster 2","GO:2000272",12,1,0.671827141397891,"GPRC5A",1,"negative regulation of signaling receptor activity"
"Higher in cluster 2","GO:2000846",12,1,0.671827141397891,"C1QTNF1",1,"regulation of corticosteroid hormone secretion"
"Higher in cluster 2","GO:2001198",12,1,0.671827141397891,"CEBPB",1,"regulation of dendritic cell differentiation"
"Higher in cluster 2","GO:2001214",12,1,0.671827141397891,"TMEM100",1,"positive regulation of vasculogenesis"
"Higher in cluster 1","GO:0022603",659,7,0.67191093233424,"MAPT;CD36;TNN;KDR;ENPP2;BDNF;VIL1",1,"regulation of anatomical structure morphogenesis"
"Higher in cluster 1","GO:0002761",93,1,0.672255407898511,"TNFAIP6",1,"regulation of myeloid leukocyte differentiation"
"Higher in cluster 1","GO:1902369",93,1,0.672255407898511,"A1CF",1,"negative regulation of RNA catabolic process"
"Higher in cluster 2","GO:0008643",51,4,0.673396993509887,"MFSD2A;AQP9;SLC2A12;SLC26A7",1,"carbohydrate transport"
"Higher in cluster 2","GO:0032720",51,4,0.673396993509887,"LBP;GPNMB;IGF1;CHRNA7",1,"negative regulation of tumor necrosis factor production"
"Higher in cluster 2","GO:1903706",338,28,0.675484239197491,"LTF;STAC2;MDK;LEF1;CCL19;RUNX1;SMARCD3;CEBPB;SIGLEC15;ERFE;TNFRSF11A;TCF7;ADAM8;SCIN;IL2RA;IL34;SOCS1;INHA;IL12B;FOXP3;CR1;IRF4;TMEM178A;DCSTAMP;TM4SF19;FOXJ1;TNFSF11;SFRP1",1,"regulation of hemopoiesis"
"Higher in cluster 1","GO:0010721",195,2,0.676922948293763,"EDNRB;TNFAIP6",1,"negative regulation of cell development"
"Higher in cluster 1","GO:0044092",195,2,0.676922948293763,"EDNRB;GRM3",1,"negative regulation of molecular function"
"Higher in cluster 1","GO:0048667",292,3,0.677901396568918,"STXBP1;SEMA3D;BDNF",1,"cell morphogenesis involved in neuron differentiation"
"Higher in cluster 1","GO:0032880",754,8,0.678353261155279,"MAPT;CD36;BDNF;SLC30A8;CABP1;TNFAIP6;NETO1;VIL1",1,"regulation of protein localization"
"Higher in cluster 2","GO:0006898",161,13,0.678688691411412,"EPN3;IGHE;FCHO1;MRC2;APOE;CXCL8;TFR2;MARCO;MYCBPAP;STAB2;RAMP1;LRP1B;GRIA1",1,"receptor-mediated endocytosis"
"Higher in cluster 1","GO:0045596",480,5,0.678788212283638,"EDNRB;RCAN1;BDNF;TNFAIP6;BMP5",1,"negative regulation of cell differentiation"
"Higher in cluster 1","GO:0062207",196,2,0.679641131430317,"CD36;TRIM10",1,"regulation of pattern recognition receptor signaling pathway"
"Higher in cluster 1","GO:0002709",95,1,0.680042668463987,"SLC22A13",1,"regulation of T cell mediated immunity"
"Higher in cluster 1","GO:0016525",95,1,0.680042668463987,"CD36",1,"negative regulation of angiogenesis"
"Higher in cluster 1","GO:0021953",95,1,0.680042668463987,"MAPT",1,"central nervous system neuron differentiation"
"Higher in cluster 1","GO:0032231",95,1,0.680042668463987,"VIL1",1,"regulation of actin filament bundle assembly"
"Higher in cluster 1","GO:0043200",95,1,0.680042668463987,"SST",1,"response to amino acid"
"Higher in cluster 1","GO:0048705",95,1,0.680042668463987,"GHR",1,"skeletal system morphogenesis"
"Higher in cluster 1","GO:1902106",95,1,0.680042668463987,"TNFAIP6",1,"negative regulation of leukocyte differentiation"
"Higher in cluster 1","GO:0044087",936,10,0.680664171323788,"STXBP1;MAPT;KANK3;CD36;LRRTM2;KDR;BDNF;VIL1;ACE2;OPCML",1,"regulation of cellular component biogenesis"
"Higher in cluster 2","GO:0090068",209,17,0.681004177015469,"PKP3;LEF1;UBE2C;CCNE1;AURKA;SMARCD3;BUB1;CDC20;PLK1;BIRC5;AURKB;EREG;IGF1;RRM2;CDC25C;IL1A;TERT",1,"positive regulation of cell cycle process"
"Higher in cluster 1","GO:0033036",1737,19,0.683306957367624,"STXBP1;MAP7;EDNRB;NRXN2;CD36;SLC27A2;SLC22A11;SLC22A24;FABP4;APOLD1;RBP7;SLC5A8;HSD17B13;SLC22A6;SLC30A8;APOM;NETO1;DDX25;AFM",1,"macromolecule localization"
"Higher in cluster 1","GO:0072073",96,1,0.683866923426835,"SLC22A6",1,"kidney epithelium development"
"Higher in cluster 1","GO:2000181",96,1,0.683866923426835,"CD36",1,"negative regulation of blood vessel morphogenesis"
"Higher in cluster 2","GO:0002639",39,3,0.684158642487901,"MZB1;EPHB2;IL6",1,"positive regulation of immunoglobulin production"
"Higher in cluster 2","GO:0019364",39,3,0.684158642487901,"PFKFB2;GCK;HKDC1",1,"pyridine nucleotide catabolic process"
"Higher in cluster 2","GO:0030837",39,3,0.684158642487901,"ADD2;SLIT2;SCIN",1,"negative regulation of actin filament polymerization"
"Higher in cluster 2","GO:0045981",39,3,0.684158642487901,"UCHL1;PFKFB2;IGF1",1,"positive regulation of nucleotide metabolic process"
"Higher in cluster 2","GO:0060338",39,3,0.684158642487901,"IKBKE;MMP12;WNT5A",1,"regulation of type I interferon-mediated signaling pathway"
"Higher in cluster 2","GO:1900544",39,3,0.684158642487901,"UCHL1;PFKFB2;IGF1",1,"positive regulation of purine nucleotide metabolic process"
"Higher in cluster 2","GO:0002726",26,2,0.68431812610284,"NMU;IL6",1,"positive regulation of T cell cytokine production"
"Higher in cluster 2","GO:0008299",26,2,0.68431812610284,"ALDH1A3;ALDH1A2",1,"isoprenoid biosynthetic process"
"Higher in cluster 2","GO:0009648",26,2,0.68431812610284,"NMU;OPN4",1,"photoperiodism"
"Higher in cluster 2","GO:0015012",26,2,0.68431812610284,"HS3ST3A1;HS6ST2",1,"heparan sulfate proteoglycan biosynthetic process"
"Higher in cluster 2","GO:0031664",26,2,0.68431812610284,"LTF;LY96",1,"regulation of lipopolysaccharide-mediated signaling pathway"
"Higher in cluster 2","GO:0032414",26,2,0.68431812610284,"STAC2;STAC",1,"positive regulation of ion transmembrane transporter activity"
"Higher in cluster 2","GO:0043406",26,2,0.68431812610284,"TPD52L1;FGF18",1,"positive regulation of MAP kinase activity"
"Higher in cluster 2","GO:0046209",26,2,0.68431812610284,"CYP1B1;CPS1",1,"nitric oxide metabolic process"
"Higher in cluster 2","GO:0048675",26,2,0.68431812610284,"SLIT2;DCLK1",1,"axon extension"
"Higher in cluster 2","GO:0090382",26,2,0.68431812610284,"SRPX;SYT7",1,"phagosome maturation"
"Higher in cluster 2","GO:0097242",26,2,0.68431812610284,"C3;MARCO",1,"amyloid-beta clearance"
"Higher in cluster 2","GO:1901978",26,2,0.68431812610284,"BIRC5;AURKB",1,"positive regulation of cell cycle checkpoint"
"Higher in cluster 2","GO:2000319",26,2,0.68431812610284,"IL12B;FOXP3",1,"regulation of T-helper 17 cell differentiation"
"Higher in cluster 2","GO:2000515",26,2,0.68431812610284,"RUNX1;FOXP3",1,"negative regulation of CD4-positive, alpha-beta T cell activation"
"Higher in cluster 2","GO:0044089",445,37,0.684482479254291,"BAIAP2L1;LIMK1;SRPX2;BMP7;MYO3B;EPS8L1;EFNA5;CCL19;BIK;CDH17;TRABD2A;EPHB2;HRK;PYCARD;CCL26;EPHA1;CCL21;SKAP1;CCL11;APOE;ANLN;EMILIN1;THBS2;PFN2;COL16A1;SLITRK2;CRACD;CXCL13;PPM1E;NAV3;EPS8L3;WNT4;SYNDIG1;HAP1;CLSTN2;TENM2;SFRP1",1,"positive regulation of cellular component biogenesis"
"Higher in cluster 1","GO:0045089",295,3,0.684579243186564,"CD36;TRIM10;NLRP6",1,"positive regulation of innate immune response"
"Higher in cluster 1","GO:0010639",296,3,0.686782254668454,"MAPT;KANK3;VIL1",1,"negative regulation of organelle organization"
"Higher in cluster 1","GO:0031347",760,8,0.686855182867676,"AGTR1;EDNRB;CD36;CASP12;TRIM10;NLRP6;TNFAIP6;ACE2",1,"regulation of defense response"
"Higher in cluster 1","GO:0031099",97,1,0.687645658375621,"SLC22A4",1,"regeneration"
"Higher in cluster 1","GO:0045582",97,1,0.687645658375621,"PCK1",1,"positive regulation of T cell differentiation"
"Higher in cluster 1","GO:0048863",97,1,0.687645658375621,"SEMA3D",1,"stem cell differentiation"
"Higher in cluster 1","GO:0060348",97,1,0.687645658375621,"GHR",1,"bone development"
"Higher in cluster 1","GO:1901343",97,1,0.687645658375621,"CD36",1,"negative regulation of vasculature development"
"Higher in cluster 2","GO:0043409",138,11,0.688011147833452,"UCHL1;CBLC;DUSP26;FBLN1;EPHB2;APOE;DUSP9;RASGRF1;EMILIN1;TRIB3;SH3GL2",1,"negative regulation of MAPK cascade"
"Higher in cluster 2","GO:0062013",138,11,0.688011147833452,"IRS2;UCHL1;PFKFB2;GCK;PMAIP1;IGF1;APOE;PHKA1;PLIN5;WNT4;CES1",1,"positive regulation of small molecule metabolic process"
"Higher in cluster 2","GO:0033363",52,4,0.688347159987347,"PTPRN;MYCBPAP;CFAP65;SPINK2",1,"secretory granule organization"
"Higher in cluster 2","GO:0048771",52,4,0.688347159987347,"GDF5;RSPO3;TNFSF11;NPPC",1,"tissue remodeling"
"Higher in cluster 2","GO:0048814",52,4,0.688347159987347,"LRP8;EPHB2;RELN;KNDC1",1,"regulation of dendrite morphogenesis"
"Higher in cluster 2","GO:0051293",52,4,0.688347159987347,"CENPA;MISP;FMN2;NLRP2",1,"establishment of spindle localization"
"Higher in cluster 2","GO:0099518",52,4,0.688347159987347,"KIF5A;SYBU;HAP1;AP3B2",1,"vesicle cytoskeletal trafficking"
"Higher in cluster 2","GO:0009247",77,6,0.688351399083625,"FA2H;ST6GALNAC5;ST8SIA5;ST3GAL6;GAL3ST3;B4GALNT1",1,"glycolipid biosynthetic process"
"Higher in cluster 2","GO:1901568",77,6,0.688351399083625,"HACD1;ALOX5;CYP4F3;GGT6;ACSBG1;CYP4F2",1,"fatty acid derivative metabolic process"
"Higher in cluster 2","GO:2001251",77,6,0.688351399083625,"BUB1;CDC20;SETMAR;PLK1;BIRC5;SPC24",1,"negative regulation of chromosome organization"
"Higher in cluster 1","GO:0060429",579,6,0.689845117630199,"KDR;SLC22A6;PCK1;BMP5;VIL1;DACT2",1,"epithelium development"
"Higher in cluster 1","GO:0006897",393,4,0.690589262435634,"CD36;GHR;CUBN;ACE2",1,"endocytosis"
"Higher in cluster 1","GO:0002824",98,1,0.691379412884385,"SLC22A13",1,"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"Higher in cluster 1","GO:0044272",98,1,0.691379412884385,"SLC27A2",1,"sulfur compound biosynthetic process"
"Higher in cluster 1","GO:0050852",98,1,0.691379412884385,"BTNL9",1,"T cell receptor signaling pathway"
"Higher in cluster 1","GO:1903707",98,1,0.691379412884385,"TNFAIP6",1,"negative regulation of hemopoiesis"
"Higher in cluster 2","GO:0035821",102,8,0.692639573590509,"SLPI;HMGA2;LTF;LEF1;LRRC15;PTX3;APOE;POU2F3",1,"modulation of process of another organism"
"Higher in cluster 2","GO:0051851",102,8,0.692639573590509,"SLPI;HMGA2;LTF;LEF1;LRRC15;PTX3;APOE;POU2F3",1,"host-mediated perturbation of symbiont process"
"Higher in cluster 2","GO:1902099",102,8,0.692639573590509,"UBE2C;SMARCD3;BUB1;CDC20;PLK1;BIRC5;AURKB;SPC24",1,"regulation of metaphase/anaphase transition of cell cycle"
"Higher in cluster 1","GO:0031175",488,5,0.692719386655014,"STXBP1;MAPT;TNN;SEMA3D;BDNF",1,"neuron projection development"
"Higher in cluster 1","GO:0009615",299,3,0.693322581528419,"TRIM10;NLRP6;TRIM7",1,"response to virus"
"Higher in cluster 2","GO:0051248",482,40,0.694261409670875,"CPEB1;IGF2BP2;GPRC5A;DAPL1;CADM4;IGF2BP3;BACE2;F2;VTN;FGA;PLAU;FBLN1;TIMP1;PKIA;KNG1;PYCARD;FBXO32;BAG2;NXN;SFN;ADGRB1;PTX3;SLIT2;IGF1;APOE;ECM1;FMN2;PPM1E;CR1;SFRP2;WT1;CHAC1;SERPINE1;CHRNA7;STK33;PTK6;MEST;HAP1;SFRP1;NELL1",1,"negative regulation of protein metabolic process"
"Higher in cluster 1","GO:0045664",99,1,0.695068720157963,"EDNRB",1,"regulation of neuron differentiation"
"Higher in cluster 1","GO:0046777",99,1,0.695068720157963,"KDR",1,"protein autophosphorylation"
"Higher in cluster 2","GO:0015748",163,13,0.69571128073377,"MFSD2A;PLTP;CDC50B;XKR4;ANO5;ATP10B;ATP8B3;APOE;APOC1;MTTP;APOC3;CR1;SLC17A9",1,"organophosphate ester transport"
"Higher in cluster 1","GO:0051093",675,7,0.695918589837171,"EDNRB;MAPT;CD36;RCAN1;BDNF;TNFAIP6;BMP5",1,"negative regulation of developmental process"
"Higher in cluster 1","GO:0051604",490,5,0.696137491050359,"REN;TLL1;SLC30A8;ACE2;F11",1,"protein maturation"
"Higher in cluster 1","GO:0008283",301,3,0.69762563657082,"NPR3;FABP4;ATOH8",1,"cell population proliferation"
"Higher in cluster 1","GO:0002708",100,1,0.698714107106854,"SLC22A13",1,"positive regulation of lymphocyte mediated immunity"
"Higher in cluster 1","GO:0006906",100,1,0.698714107106854,"STXBP1",1,"vesicle fusion"
"Higher in cluster 1","GO:0018205",100,1,0.698714107106854,"NAT8B",1,"peptidyl-lysine modification"
"Higher in cluster 1","GO:0032652",100,1,0.698714107106854,"CD36",1,"regulation of interleukin-1 production"
"Higher in cluster 1","GO:0051650",100,1,0.698714107106854,"STXBP1",1,"establishment of vesicle localization"
"Higher in cluster 1","GO:0001944",302,3,0.699760047502703,"APOLD1;KDR;NR4A1",1,"vasculature development"
"Higher in cluster 2","GO:0006140",78,6,0.700368323964417,"UCHL1;TRIM63;PFKFB2;GCK;GCKR;IGF1",1,"regulation of nucleotide metabolic process"
"Higher in cluster 2","GO:0042542",78,6,0.700368323964417,"HP;PPIF;LCN2;CYP1B1;IL6;COL1A1",1,"response to hydrogen peroxide"
"Higher in cluster 2","GO:1900542",78,6,0.700368323964417,"UCHL1;TRIM63;PFKFB2;GCK;GCKR;IGF1",1,"regulation of purine nucleotide metabolic process"
"Higher in cluster 1","GO:0001654",204,2,0.700721599889378,"WNT6;SLC6A3",1,"eye development"
"Higher in cluster 1","GO:0002703",204,2,0.700721599889378,"STXBP1;SLC22A13",1,"regulation of leukocyte mediated immunity"
"Higher in cluster 2","GO:0001895",40,3,0.700813815686637,"CDH3;USH2A;PROM1",1,"retina homeostasis"
"Higher in cluster 2","GO:0072583",40,3,0.700813815686637,"EPN3;FCHO1;MYCBPAP",1,"clathrin-dependent endocytosis"
"Higher in cluster 2","GO:0120193",40,3,0.700813815686637,"EPHB2;CLDN11;GRHL2",1,"tight junction organization"
"Higher in cluster 2","GO:1905515",40,3,0.700813815686637,"VANGL2;CCDC13;KCNJ10",1,"non-motile cilium assembly"
"Higher in cluster 2","GO:0000012",13,1,0.700935954644086,"NEIL3",1,"single strand break repair"
"Higher in cluster 2","GO:0000212",13,1,0.700935954644086,"AURKA",1,"meiotic spindle organization"
"Higher in cluster 2","GO:0002026",13,1,0.700935954644086,"RYR2",1,"regulation of the force of heart contraction"
"Higher in cluster 2","GO:0002507",13,1,0.700935954644086,"FOXJ1",1,"tolerance induction"
"Higher in cluster 2","GO:0002830",13,1,0.700935954644086,"IL6",1,"positive regulation of type 2 immune response"
"Higher in cluster 2","GO:0003159",13,1,0.700935954644086,"EHF",1,"morphogenesis of an endothelium"
"Higher in cluster 2","GO:0005978",13,1,0.700935954644086,"GYG2",1,"glycogen biosynthetic process"
"Higher in cluster 2","GO:0006825",13,1,0.700935954644086,"STEAP3",1,"copper ion transport"
"Higher in cluster 2","GO:0009133",13,1,0.700935954644086,"AK5",1,"nucleoside diphosphate biosynthetic process"
"Higher in cluster 2","GO:0009164",13,1,0.700935954644086,"XDH",1,"nucleoside catabolic process"
"Higher in cluster 2","GO:0009170",13,1,0.700935954644086,"XDH",1,"purine deoxyribonucleoside monophosphate metabolic process"
"Higher in cluster 2","GO:0009250",13,1,0.700935954644086,"GYG2",1,"glucan biosynthetic process"
"Higher in cluster 2","GO:0009791",13,1,0.700935954644086,"LHX1",1,"post-embryonic development"
"Higher in cluster 2","GO:0010248",13,1,0.700935954644086,"ATP1A3",1,"establishment or maintenance of transmembrane electrochemical gradient"
"Higher in cluster 2","GO:0010642",13,1,0.700935954644086,"APOE",1,"negative regulation of platelet-derived growth factor receptor signaling pathway"
"Higher in cluster 2","GO:0010818",13,1,0.700935954644086,"CCL26",1,"T cell chemotaxis"
"Higher in cluster 2","GO:0010958",13,1,0.700935954644086,"SLC7A5",1,"regulation of amino acid import across plasma membrane"
"Higher in cluster 2","GO:0015732",13,1,0.700935954644086,"LEP",1,"prostaglandin transport"
"Higher in cluster 2","GO:0030397",13,1,0.700935954644086,"PLK1",1,"membrane disassembly"
"Higher in cluster 2","GO:0030859",13,1,0.700935954644086,"SYNE4",1,"polarized epithelial cell differentiation"
"Higher in cluster 2","GO:0031293",13,1,0.700935954644086,"MMP7",1,"membrane protein intracellular domain proteolysis"
"Higher in cluster 2","GO:0033173",13,1,0.700935954644086,"ADGRB2",1,"calcineurin-NFAT signaling cascade"
"Higher in cluster 2","GO:0034383",13,1,0.700935954644086,"APOB",1,"low-density lipoprotein particle clearance"
"Higher in cluster 2","GO:0042462",13,1,0.700935954644086,"RORB",1,"eye photoreceptor cell development"
"Higher in cluster 2","GO:0042753",13,1,0.700935954644086,"PTGER1",1,"positive regulation of circadian rhythm"
"Higher in cluster 2","GO:0042953",13,1,0.700935954644086,"APOB",1,"lipoprotein transport"
"Higher in cluster 2","GO:0044027",13,1,0.700935954644086,"WT1",1,"negative regulation of gene expression via chromosomal CpG island methylation"
"Higher in cluster 2","GO:0045651",13,1,0.700935954644086,"IL34",1,"positive regulation of macrophage differentiation"
"Higher in cluster 2","GO:0045686",13,1,0.700935954644086,"F2",1,"negative regulation of glial cell differentiation"
"Higher in cluster 2","GO:0046007",13,1,0.700935954644086,"FOXP3",1,"negative regulation of activated T cell proliferation"
"Higher in cluster 2","GO:0046073",13,1,0.700935954644086,"RRM2",1,"dTMP metabolic process"
"Higher in cluster 2","GO:0046349",13,1,0.700935954644086,"GFPT2",1,"amino sugar biosynthetic process"
"Higher in cluster 2","GO:0046459",13,1,0.700935954644086,"CES1",1,"short-chain fatty acid metabolic process"
"Higher in cluster 2","GO:0048385",13,1,0.700935954644086,"PRAME",1,"regulation of retinoic acid receptor signaling pathway"
"Higher in cluster 2","GO:0050651",13,1,0.700935954644086,"UST",1,"dermatan sulfate proteoglycan biosynthetic process"
"Higher in cluster 2","GO:0051791",13,1,0.700935954644086,"CES1",1,"medium-chain fatty acid metabolic process"
"Higher in cluster 2","GO:0060973",13,1,0.700935954644086,"PITX2",1,"cell migration involved in heart development"
"Higher in cluster 2","GO:0061050",13,1,0.700935954644086,"IGF1",1,"regulation of cell growth involved in cardiac muscle cell development"
"Higher in cluster 2","GO:0061154",13,1,0.700935954644086,"EHF",1,"endothelial tube morphogenesis"
"Higher in cluster 2","GO:0071073",13,1,0.700935954644086,"HTR2A",1,"positive regulation of phospholipid biosynthetic process"
"Higher in cluster 2","GO:0071871",13,1,0.700935954644086,"RYR2",1,"response to epinephrine"
"Higher in cluster 2","GO:0086066",13,1,0.700935954644086,"SCN5A",1,"atrial cardiac muscle cell to AV node cell communication"
"Higher in cluster 2","GO:0090030",13,1,0.700935954644086,"WNT4",1,"regulation of steroid hormone biosynthetic process"
"Higher in cluster 2","GO:0090160",13,1,0.700935954644086,"CCDC91",1,"Golgi to lysosome transport"
"Higher in cluster 2","GO:0090385",13,1,0.700935954644086,"SYT7",1,"phagosome-lysosome fusion"
"Higher in cluster 2","GO:0098883",13,1,0.700935954644086,"C3",1,"synapse pruning"
"Higher in cluster 2","GO:0110095",13,1,0.700935954644086,"AKR1B10",1,"cellular detoxification of aldehyde"
"Higher in cluster 2","GO:1900103",13,1,0.700935954644086,"AGR2",1,"positive regulation of endoplasmic reticulum unfolded protein response"
"Higher in cluster 2","GO:1900449",13,1,0.700935954644086,"EPHB2",1,"regulation of glutamate receptor signaling pathway"
"Higher in cluster 2","GO:1901077",13,1,0.700935954644086,"SLN",1,"regulation of relaxation of muscle"
"Higher in cluster 2","GO:1901533",13,1,0.700935954644086,"MIXL1",1,"negative regulation of hematopoietic progenitor cell differentiation"
"Higher in cluster 2","GO:1902001",13,1,0.700935954644086,"THRSP",1,"fatty acid transmembrane transport"
"Higher in cluster 2","GO:1902358",13,1,0.700935954644086,"SLC26A7",1,"sulfate transmembrane transport"
"Higher in cluster 2","GO:1903083",13,1,0.700935954644086,"AURKB",1,"protein localization to condensed chromosome"
"Higher in cluster 2","GO:1903789",13,1,0.700935954644086,"SLC7A5",1,"regulation of amino acid transmembrane transport"
"Higher in cluster 2","GO:1904152",13,1,0.700935954644086,"DERL3",1,"regulation of retrograde protein transport, ER to cytosol"
"Higher in cluster 2","GO:1904322",13,1,0.700935954644086,"CFTR",1,"cellular response to forskolin"
"Higher in cluster 2","GO:1904688",13,1,0.700935954644086,"PKP1",1,"regulation of cytoplasmic translational initiation"
"Higher in cluster 2","GO:1905063",13,1,0.700935954644086,"FGF9",1,"regulation of vascular associated smooth muscle cell differentiation"
"Higher in cluster 2","GO:1905564",13,1,0.700935954644086,"MDK",1,"positive regulation of vascular endothelial cell proliferation"
"Higher in cluster 2","GO:1905634",13,1,0.700935954644086,"AURKB",1,"regulation of protein localization to chromatin"
"Higher in cluster 2","GO:1905907",13,1,0.700935954644086,"APOE",1,"negative regulation of amyloid fibril formation"
"Higher in cluster 2","GO:2000320",13,1,0.700935954644086,"FOXP3",1,"negative regulation of T-helper 17 cell differentiation"
"Higher in cluster 2","GO:2001046",13,1,0.700935954644086,"VTN",1,"positive regulation of integrin-mediated signaling pathway"
"Higher in cluster 1","GO:0048870",862,9,0.701792001282968,"AGTR1;EDNRB;TMIGD1;KDR;SEMA3D;NR4A1;CCL16;VIL1;CDH9",1,"cell motility"
"Higher in cluster 1","GO:0006952",953,10,0.702098061324258,"AGTR1;MAPT;CD36;CASP12;TRIM10;NLRP6;SLC30A8;TRIM7;TNFAIP6;CCL16",1,"defense response"
"Higher in cluster 1","GO:0007043",101,1,0.702316094421219,"CDH9",1,"cell-cell junction assembly"
"Higher in cluster 1","GO:0045667",101,1,0.702316094421219,"TNFAIP6",1,"regulation of osteoblast differentiation"
"Higher in cluster 1","GO:0072006",101,1,0.702316094421219,"SLC22A6",1,"nephron development"
"Higher in cluster 2","GO:0032722",53,4,0.702805738097779,"PYCARD;WNT5A;IL6;TSLP",1,"positive regulation of chemokine production"
"Higher in cluster 2","GO:0051653",53,4,0.702805738097779,"CENPA;MISP;FMN2;NLRP2",1,"spindle localization"
"Higher in cluster 2","GO:0097479",53,4,0.702805738097779,"SYN1;KIF5A;SYNDIG1;AP3B2",1,"synaptic vesicle localization"
"Higher in cluster 2","GO:1902895",53,4,0.702805738097779,"PAX6;IL6;WT1;TERT",1,"positive regulation of miRNA transcription"
"Higher in cluster 2","GO:0010595",103,8,0.703080965612166,"SRPX2;LCN2;GREM1;WNT5A;SMOC2;PROX1;FGF18;ANXA3",1,"positive regulation of endothelial cell migration"
"Higher in cluster 2","GO:0046890",164,13,0.704017121972899,"MFSD2A;THRSP;NME1;APOE;APOC1;C3;TRIB3;PROX1;HTR2A;PLIN5;APOC3;WNT4;CES1",1,"regulation of lipid biosynthetic process"
"Higher in cluster 2","GO:0002717",27,2,0.704394983913363,"CLNK;IL12B",1,"positive regulation of natural killer cell mediated immunity"
"Higher in cluster 2","GO:0030513",27,2,0.704394983913363,"GDF5;FOXD1",1,"positive regulation of BMP signaling pathway"
"Higher in cluster 2","GO:0033135",27,2,0.704394983913363,"IL6;OSM",1,"regulation of peptidyl-serine phosphorylation"
"Higher in cluster 2","GO:0033762",27,2,0.704394983913363,"GLP2R;CPS1",1,"response to glucagon"
"Higher in cluster 2","GO:0043173",27,2,0.704394983913363,"AMPD3;AMPD1",1,"nucleotide salvage"
"Higher in cluster 2","GO:0046949",27,2,0.704394983913363,"HACD1;ACSBG1",1,"fatty-acyl-CoA biosynthetic process"
"Higher in cluster 2","GO:0051984",27,2,0.704394983913363,"BIRC5;AURKB",1,"positive regulation of chromosome segregation"
"Higher in cluster 2","GO:0090313",27,2,0.704394983913363,"CEMIP;KCNB1",1,"regulation of protein targeting to membrane"
"Higher in cluster 2","GO:0099149",27,2,0.704394983913363,"SUSD4;SYT17",1,"regulation of postsynaptic neurotransmitter receptor internalization"
"Higher in cluster 2","GO:1903533",27,2,0.704394983913363,"CEMIP;KCNB1",1,"regulation of protein targeting"
"Higher in cluster 2","GO:2001032",27,2,0.704394983913363,"HMGA2;SETMAR",1,"regulation of double-strand break repair via nonhomologous end joining"
"Higher in cluster 2","GO:2001057",27,2,0.704394983913363,"CYP1B1;CPS1",1,"reactive nitrogen species metabolic process"
"Higher in cluster 2","GO:0001959",152,12,0.704843495526696,"IL1R2;IKBKE;STAP1;MMP12;PADI2;PYCARD;WNT5A;IL6;SLIT2;IL1A;IL1RN;TSLP",1,"regulation of cytokine-mediated signaling pathway"
"Higher in cluster 1","GO:0099111",206,2,0.705809216370055,"MAPT;NETO1",1,"microtubule-based transport"
"Higher in cluster 1","GO:0006664",102,1,0.705875196643997,"GBA3",1,"glycolipid metabolic process"
"Higher in cluster 2","GO:0046634",91,7,0.706835861780506,"DAPL1;CCL19;RUNX1;SOCS1;IL12B;FOXP3;IRF4",1,"regulation of alpha-beta T cell activation"
"Higher in cluster 2","GO:1902904",128,10,0.707769865077618,"STMN2;TRIM54;ADD2;INPP5J;TACSTD2;SLIT2;TPX2;SCIN;APOE;NAV3",1,"negative regulation of supramolecular fiber organization"
"Higher in cluster 1","GO:0043009",207,2,0.708326001287472,"UPB1;BMP5",1,"chordate embryonic development"
"Higher in cluster 1","GO:0055080",403,4,0.70925254408259,"EDNRB;CYP4A11;SLC30A8;PDK4",1,"monoatomic cation homeostasis"
"Higher in cluster 1","GO:0015914",103,1,0.709391922243181,"STXBP1",1,"phospholipid transport"
"Higher in cluster 1","GO:1903509",103,1,0.709391922243181,"GBA3",1,"liposaccharide metabolic process"
"Higher in cluster 1","GO:0150063",208,2,0.710824860097553,"WNT6;SLC6A3",1,"visual system development"
"Higher in cluster 2","GO:0097190",237,19,0.710848439193795,"IKBKE;DAPL1;G0S2;CYP1B1;SCN2A;TMEM117;CEBPB;PMAIP1;MLLT11;PYCARD;SFN;NME1;LGALS12;PTGIS;BCL2A1;TRIB3;TP73;CHAC1;ADORA1",1,"apoptotic signaling pathway"
"Higher in cluster 2","GO:0006631",249,20,0.711178202058868,"PTGES;FA2H;HACD1;CTHRC1;CYP1B1;PLA2G4D;ADTRP;ALOX5;CYP2C9;BAAT;CYP4F3;PTGIS;PTGDS;ACSBG1;PTGS1;CES1;LEP;CYP4F2;CYP2B6;FADS6",1,"fatty acid metabolic process"
"Higher in cluster 2","GO:0043255",79,6,0.712069515947245,"IRS2;GCK;ERFE;ENPP1;IGF1;HAS2",1,"regulation of carbohydrate biosynthetic process"
"Higher in cluster 1","GO:0002697",308,3,0.712327704366242,"STXBP1;SLC22A13;PCK1",1,"regulation of immune effector process"
